Start Date,End Date,Employer ID,Employer City,Employer State,Number of Slots,Price Paid,Marketplace Value Delivered,Applications,Renewed?
1-Jan-16,31-Dec-16,50264,Houston,Texas,100,"$53,700","$133,658","8,193",0
1-Jan-16,31-Dec-16,49555,na,na,35,"$21,480","$46,862","3,511",1
1-Jan-16,31-Dec-16,27498,Calgary,Alberta,25,"$21,480","$33,788","2,440",1
1-Jan-16,31-Dec-16,49551,Newton,Massachusetts,15,"$17,005","$20,472","1,651",1
1-Jan-16,31-Dec-16,28408,San Antonio,Texas,25,"$17,005","$34,227","1,748",1
1-Jan-16,31-Dec-16,26760,Houston,Texas,50,"$34,010","$72,619","5,800",1
1-Jan-16,31-Dec-16,4297,Memphis,Tennessee,15,"$14,320","$22,418","1,311",1
1-Jan-16,31-Dec-16,51345,West Palm Beach,Florida,35,"$26,850","$52,601","4,346",1
1-Jan-16,31-Dec-16,3392,Winooski,Vermont,25,"$23,628","$41,765","2,828",1
1-Jan-16,31-Dec-16,27451,na,na,15,"$15,215","$31,568","2,074",1
1-Jan-16,31-Dec-16,288,Phoenix,Arizona,100,"$82,340","$791,968","50,687",1
31-Dec-15,30-Dec-16,51505,New York,New York State,20,"$17,900",$778,51,1
31-Dec-15,30-Dec-16,51510,na,na,35,"$21,480","$11,046","1,634",1
31-Dec-15,30-Dec-16,51497,Canton,Massachusetts,15,"$10,740","$5,161",368,0
31-Dec-15,30-Dec-16,51515,Kansas City,Missouri,25,"$16,110","$9,335","1,345",1
31-Dec-15,30-Dec-16,51551,Canberra,Australian Capital Territory,50,"$32,220","$21,299","2,006",0
31-Dec-15,30-Dec-16,24990,Fremont,California,50,"$35,800","$23,966","2,560",1
31-Dec-15,30-Dec-16,51531,Boston,Massachusetts,15,"$10,740","$7,347","1,064",0
31-Dec-15,30-Dec-16,51526,Glen Head,New York State,25,"$19,690","$12,966","1,327",1
31-Dec-15,30-Dec-16,51538,na,na,50,"$26,850","$26,495","2,983",1
31-Dec-15,30-Dec-16,3130,Pleasant Hill,California,75,"$53,700","$41,499","3,304",0
31-Dec-15,30-Dec-16,40100,Murphy,North Carolina,75,"$40,275","$41,675","2,749",1
31-Dec-15,30-Dec-16,51498,Golden,Colorado,100,"$53,700","$56,430","5,066",1
31-Dec-15,30-Dec-16,51328,na,na,100,"$53,700","$56,854","6,857",1
31-Dec-15,30-Dec-16,51532,na,na,15,"$10,740","$8,711",825,0
31-Dec-15,30-Dec-16,43,Northbrook,Illinois,100,"$85,025","$62,215","7,182",1
31-Dec-15,30-Dec-16,18300,New York,New York State,50,"$26,850","$31,530","1,900",1
31-Dec-15,30-Dec-16,28255,Sacramento,California,25,"$19,690","$15,883","1,592",1
31-Dec-15,30-Dec-16,9885,na,na,125,"$67,125","$81,733","7,546",1
31-Dec-15,30-Dec-16,3168,Dulles,Virginia,200,"$171,840","$131,815","10,653",1
31-Dec-15,30-Dec-16,51516,na,na,15,"$10,740","$9,918","1,534",1
31-Dec-15,30-Dec-16,51495,Charlotte,North Carolina,15,"$12,530","$10,907",692,1
31-Dec-15,30-Dec-16,51507,Kirkland,Washington State,15,"$11,635","$11,136",794,1
31-Dec-15,30-Dec-16,51517,na,na,15,"$10,740","$11,856",792,0
31-Dec-15,30-Dec-16,51552,Neenah,Wisconsin,15,"$13,425","$12,011",895,1
31-Dec-15,30-Dec-16,51494,Danbury,Connecticut,15,"$10,740","$12,070","1,135",1
31-Dec-15,30-Dec-16,51529,Quincy,Massachusetts,35,"$23,270","$28,928","1,759",0
31-Dec-15,30-Dec-16,51499,na,na,15,"$10,740","$12,775","1,023",0
31-Dec-15,30-Dec-16,14980,na,na,20,"$14,320","$17,492","1,802",1
31-Dec-15,30-Dec-16,51519,New York,New York State,20,"$18,258","$18,157","2,059",1
31-Dec-15,30-Dec-16,50958,Des Moines,Iowa,15,"$14,320","$15,259","1,875",1
31-Dec-15,30-Dec-16,51511,Stamford,Connecticut,15,"$10,740","$19,670","1,153",1
31-Dec-15,30-Dec-16,51530,Vancouver,British Columbia,20,"$14,320","$28,378","1,603",1
31-Dec-15,30-Dec-16,28364,Liskeard,England,25,"$26,850","$42,530","4,158",1
30-Dec-15,29-Dec-16,28335,Mountain View,California,25,"$20,585","$4,395",405,1
30-Dec-15,29-Dec-16,8370,na,na,20,"$14,320","$6,070",704,0
30-Dec-15,29-Dec-16,51433,New York,New York State,15,"$10,740","$5,281",499,0
30-Dec-15,29-Dec-16,27475,New York,New York State,50,"$29,535","$18,119","1,285",1
30-Dec-15,29-Dec-16,51469,na,na,15,"$10,740","$6,078",732,1
30-Dec-15,29-Dec-16,51439,Bend,Oregon,15,"$10,740","$6,488",355,1
30-Dec-15,29-Dec-16,51444,Salt Lake City,Utah,15,"$10,740","$6,941",583,0
30-Dec-15,29-Dec-16,51467,na,na,15,"$10,740","$6,975",649,1
30-Dec-15,29-Dec-16,51453,San Bernardino,California,15,"$10,740","$7,341",651,0
30-Dec-15,29-Dec-16,51437,San Diego,California,15,"$13,425","$7,613",369,0
30-Dec-15,29-Feb-16,28330,Saline,Michigan,75,"$51,910","$7,167",625,0
30-Dec-15,29-Dec-16,51422,London,England,15,"$14,320","$8,904",439,1
30-Dec-15,29-Dec-16,28258,Abbotsford,British Columbia,25,"$16,110","$16,293","2,068",1
30-Dec-15,29-Dec-16,50971,Houston,Texas,15,"$10,740","$10,186","1,400",1
30-Dec-15,29-Dec-16,51553,Columbus,Ohio,15,"$11,635","$10,371",921,0
30-Dec-15,29-Dec-16,226,Herington,Kansas,25,"$16,110","$17,613","1,853",1
30-Dec-15,29-Dec-16,51445,Las Vegas,Nevada,20,"$13,425","$14,387","1,091",0
30-Dec-15,29-Dec-16,51448,Lakewood,Colorado,15,"$16,110","$10,890","1,039",1
30-Dec-15,29-Jan-17,51460,Boston,Massachusetts,15,"$12,530","$11,955",936,0
30-Dec-15,29-Dec-16,51434,Plymouth,Minnesota,15,"$10,740","$11,494",840,0
30-Dec-15,29-Dec-16,51451,Royal Palm Beach,Florida,25,"$16,110","$19,176","1,998",1
30-Dec-15,29-Dec-16,51466,na,na,15,"$13,783","$11,739","1,047",0
30-Dec-15,29-Dec-16,51462,Red Wing,Minnesota,20,"$14,320","$16,211","1,482",1
30-Dec-15,3-Mar-16,51431,Charlottesville,Virginia,15,"$10,740","$2,282",191,0
30-Dec-15,29-Jun-16,18492,Nashua,New Hampshire,50,"$16,110","$25,869","1,952",1
30-Dec-15,29-Dec-16,3092,Redlands,California,25,"$32,220","$28,564","1,644",1
30-Dec-15,29-Dec-16,28328,na,na,25,"$19,690","$29,609","2,558",0
30-Dec-15,29-Dec-16,51464,Ann Arbor,Michigan,15,"$10,740","$18,483","1,044",0
29-Dec-15,28-Dec-16,50074,Saint Charles,Illinois,20,"$21,480",$53,8,0
29-Dec-15,28-Jun-16,41658,New York,New York State,50,"$16,110","$5,564",753,1
29-Dec-15,28-Dec-16,51360,Marietta,Georgia,15,"$14,320","$4,313",225,0
29-Dec-15,28-Dec-16,28291,Shirley,Massachusetts,20,"$14,320","$5,761",523,1
29-Dec-15,28-Dec-16,4976,Woodstock,Georgia,20,"$15,215","$9,944",723,1
29-Dec-15,28-Dec-16,51343,Columbus,Ohio,15,"$10,740","$9,997","1,473",0
29-Dec-15,28-Dec-16,51344,Dallas,Texas,20,"$13,425","$14,240","1,549",0
29-Dec-15,28-Dec-16,16406,Hagerstown,Maryland,15,"$16,110","$11,232",753,1
29-Dec-15,28-Dec-16,28295,na,na,50,"$42,960","$38,209","3,194",1
29-Dec-15,28-Dec-16,51496,Omaha,Nebraska,20,"$17,900","$17,238","1,610",1
29-Dec-15,28-Dec-16,51366,na,na,75,"$40,275","$65,166","5,824",1
29-Dec-15,28-Dec-16,7688,na,na,15,"$12,530","$30,717","1,735",1
28-Dec-15,27-Dec-16,51327,Falls Church,Virginia,15,"$10,740","$4,160",459,0
28-Dec-15,27-Dec-16,50870,na,na,75,"$40,275","$33,906","4,811",1
28-Dec-15,27-Dec-16,51286,Dayton,Ohio,35,"$21,480","$18,193","2,516",1
28-Dec-15,27-Dec-16,51265,San Francisco,California,35,"$21,480","$18,781","2,430",1
28-Dec-15,27-Dec-16,51347,Kansas City,Missouri,35,"$24,344","$18,848","2,100",1
28-Dec-15,27-Dec-16,51268,Albuquerque,New Mexico,50,"$26,850","$27,150","2,772",1
28-Dec-15,27-Dec-16,51320,Austin,Texas,25,"$16,110","$16,021","2,183",0
28-Dec-15,27-Dec-16,51355,Saint Louis,Missouri,25,"$21,480","$17,337","1,212",1
28-Dec-15,27-Dec-16,51266,London,England,15,"$10,740","$11,304",816,1
28-Dec-15,27-Dec-16,51260,na,na,15,"$10,740","$11,579","1,069",1
28-Dec-15,27-Dec-16,51267,Atascadero,California,15,"$10,740","$14,282","1,125",1
28-Dec-15,27-Dec-16,51243,Fort Myers,Florida,15,"$15,215","$24,830","1,383",0
27-Dec-15,26-Dec-16,26506,Chicago,Illinois,50,"$44,750","$38,626","2,593",1
26-Dec-15,25-Dec-16,41611,New York,New York State,100,"$53,700","$46,412","4,045",1
26-Dec-15,25-Dec-16,38190,Brockton,Massachusetts,75,"$40,275","$36,027","4,294",1
26-Dec-15,25-Dec-16,38155,San Luis Obispo,California,75,"$44,750","$36,394","5,279",1
26-Dec-15,25-Dec-16,51238,Honolulu,Hawaii,15,"$14,320","$11,899",908,1
25-Dec-15,24-Dec-16,27402,Bellevue,Washington State,25,"$17,900","$17,423","1,046",1
25-Dec-15,24-Dec-16,27387,Surry Hills,New South Wales,25,"$19,690","$18,322","1,116",1
25-Dec-15,24-Dec-16,37997,na,na,35,"$21,480","$33,052","2,181",1
25-Dec-15,24-Dec-16,27390,New York,New York State,75,"$75,180","$64,321","5,645",1
24-Dec-15,23-Dec-16,9595,na,na,100,"$53,700","$39,658","4,001",0
24-Dec-15,23-Dec-16,51159,Sioux Falls,South Dakota,15,"$10,740","$5,830",798,1
24-Dec-15,23-Dec-16,27384,Fort Gratiot,Michigan,125,"$71,600","$84,408","7,888",1
23-Dec-15,22-Dec-16,51081,Norwalk,Connecticut,15,"$10,740","$4,807",399,1
23-Dec-15,22-Dec-16,51083,Toronto,Ontario,15,"$10,740","$9,577",922,1
23-Dec-15,22-Dec-16,28284,Oklahoma City,Oklahoma,15,"$10,740","$9,800","1,026",1
23-Dec-15,22-Dec-16,51107,na,na,25,"$20,585","$16,950","1,926",1
23-Dec-15,22-Dec-16,51111,Seattle,Washington State,25,"$21,480","$18,880","1,646",0
23-Dec-15,22-Dec-16,7849,Macomb,Michigan,25,"$17,184","$19,758","1,664",0
23-Dec-15,22-Jan-17,51013,Jacksonville,Florida,15,"$11,635","$13,450",815,0
23-Dec-15,22-Dec-16,28199,Oakland,California,35,"$24,613","$32,333","2,209",1
23-Dec-15,22-Dec-16,51108,New York,New York State,15,"$14,320","$20,699","1,962",1
23-Dec-15,22-Dec-16,51119,na,na,15,"$14,320","$24,018","1,357",1
22-Dec-15,21-Dec-16,24257,Janesville,Wisconsin,25,"$16,110","$7,720",931,1
22-Dec-15,21-Dec-16,51325,Romeo,Michigan,25,"$16,110","$8,418",674,1
22-Dec-15,21-Dec-16,50997,Albany,New York State,50,"$26,850","$17,615","1,261",0
22-Dec-15,21-Dec-16,50976,San Francisco,California,15,"$10,740","$5,692",318,0
22-Dec-15,21-Dec-16,27992,na,na,100,"$67,125","$44,880","3,450",1
22-Dec-15,21-Dec-16,51008,na,na,25,"$17,900","$12,503","1,130",0
22-Dec-15,21-Dec-16,28155,Toronto,Ontario,25,"$16,110","$12,549",743,1
22-Dec-15,21-Dec-16,27300,New Haven,Connecticut,25,"$18,795","$13,479","1,471",1
22-Dec-15,21-Dec-16,50978,Seoul,Soul,25,"$16,110","$13,564","1,334",1
22-Dec-15,21-Dec-16,51010,na,na,50,"$44,750","$29,928","2,060",1
22-Dec-15,21-Dec-16,28119,Minneapolis,Minnesota,75,"$48,330","$32,977","2,365",1
22-Dec-15,21-Dec-16,50994,na,na,15,"$12,530","$11,078","1,174",1
22-Dec-15,21-Dec-16,13050,na,na,50,"$35,800","$37,285","4,154",1
22-Dec-15,21-Dec-16,51014,Fontana,California,50,"$32,220","$43,356","2,586",1
22-Dec-15,21-Dec-16,28120,Auburn Hills,Michigan,125,"$85,920","$118,989","8,703",1
22-Dec-15,21-Jun-16,27976,Aurora,Illinois,25,"$30,878","$12,979",771,0
22-Dec-15,21-Dec-16,50981,na,na,20,"$13,425","$20,825","1,357",1
22-Dec-15,21-Dec-16,50977,Carson,California,15,"$15,215","$16,415","1,101",1
22-Dec-15,21-Dec-16,50992,Blue Ash,Ohio,35,"$23,270","$50,153","3,329",0
22-Dec-15,21-Dec-16,50987,Dallas,Texas,50,"$40,275","$77,956","5,217",1
21-Dec-15,20-Dec-16,50910,Richmond,Virginia,35,"$21,480","$13,291",916,1
21-Dec-15,20-Dec-16,27263,Seattle,Washington State,50,"$41,170","$26,856","1,317",1
21-Dec-15,20-Dec-16,50869,Mississauga,Ontario,15,"$10,740","$8,406",517,1
21-Dec-15,20-Dec-16,5612,Santa Clara,California,125,"$68,020","$71,882","6,648",1
21-Dec-15,3-Jan-17,28154,Cluj-Napoca,Cluj,25,"$24,165","$15,642","1,540",1
21-Dec-15,20-Dec-16,27299,Chestertown,Maryland,75,"$42,960","$49,483","4,365",0
21-Dec-15,20-Dec-16,3010,Redwood City,California,50,"$26,850","$33,141","2,135",1
21-Dec-15,20-Dec-16,50892,Savannah,Georgia,20,"$13,783","$14,986","1,234",1
21-Dec-15,20-Dec-16,94,Houston,Texas,35,"$21,480","$27,520","2,559",1
21-Dec-15,20-Dec-16,50909,na,na,25,"$21,480","$25,785","1,554",1
20-Dec-15,19-Dec-16,27381,The Woodlands,Texas,25,"$22,375","$20,137","1,056",1
20-Dec-15,19-Dec-16,28100,Fort Lauderdale,Florida,75,"$62,650","$69,042","4,738",1
20-Dec-15,19-Dec-16,26988,na,na,25,"$21,480","$36,292","2,826",0
20-Dec-15,19-Dec-16,28098,Melbourne,Florida,25,"$31,952","$42,188","2,882",1
19-Dec-15,18-Dec-16,5357,Metairie,Louisiana,50,"$36,248","$33,353","2,910",1
19-Dec-15,18-Dec-16,27886,San Francisco,California,100,"$58,175","$72,336","5,404",1
19-Dec-15,18-Dec-16,28095,na,na,25,"$17,900","$20,459","1,720",1
19-Dec-15,18-Dec-16,37784,Newton,Massachusetts,25,"$25,060","$33,732","2,337",0
18-Dec-15,17-Jun-16,4988,Mountain View,California,125,"$40,275","$12,897","1,931",1
18-Dec-15,17-Dec-16,11156,Bloomington,Indiana,25,"$21,480","$6,732",662,1
18-Dec-15,17-Dec-16,27273,Cincinnati,Ohio,25,"$18,124","$7,860",617,0
18-Dec-15,17-Dec-16,3901,na,na,100,"$53,700","$46,838","3,173",1
18-Dec-15,17-Dec-16,43789,Chicago,Illinois,150,"$80,550","$76,802","5,841",1
18-Dec-15,17-Dec-16,50753,na,na,15,"$12,530","$8,617",539,1
18-Dec-15,17-Dec-16,50789,Novato,California,15,"$10,740","$9,194","1,222",0
18-Dec-15,17-Dec-16,50701,Chandler,Arizona,50,"$26,850","$19,214","1,755",0
18-Dec-15,17-Dec-16,50769,Carpinteria,California,20,"$17,900","$13,059",724,0
18-Dec-15,17-Dec-16,28038,Saint Louis,Missouri,25,"$16,110","$16,671","1,478",1
18-Dec-15,17-Dec-16,50759,na,na,15,"$14,320","$10,754","1,230",1
18-Dec-15,17-Dec-16,27274,Wyandotte,Michigan,35,"$22,375","$28,152","2,404",1
18-Dec-15,17-Dec-16,50750,Columbus,Ohio,35,"$24,165","$29,287","1,988",0
18-Dec-15,17-Dec-16,50779,Miami,Florida,15,"$14,320","$12,746",834,1
18-Dec-15,17-Dec-16,50781,na,na,15,"$12,530","$13,176","1,205",1
18-Dec-15,17-Dec-16,50749,Columbus,Ohio,15,"$12,530","$13,373","1,070",1
18-Dec-15,17-Dec-16,50784,Chesterfield,Missouri,15,"$10,740","$16,577","1,116",0
18-Dec-15,17-Dec-16,50785,Mill Valley,California,20,"$13,425","$22,506","1,865",0
18-Dec-15,17-Dec-16,11082,Overland Park,Kansas,25,"$25,776","$30,292","2,140",1
18-Dec-15,17-Dec-16,28062,Novato,California,25,"$21,480","$35,078","2,044",0
17-Dec-15,16-Dec-16,50745,na,na,15,"$10,740","$2,204",228,0
17-Dec-15,16-Dec-16,50775,Minnetonka,Minnesota,100,"$53,700","$37,189","2,318",1
17-Dec-15,16-Dec-16,50690,na,na,15,"$10,740","$5,696",639,1
17-Dec-15,16-Dec-16,28020,North Canton,Ohio,20,"$14,768","$8,426",921,1
17-Dec-15,16-Dec-16,50684,Burnaby,British Columbia,35,"$21,480","$16,723","2,011",1
17-Dec-15,16-Dec-16,50682,Milford,Connecticut,15,"$10,740","$7,344",495,1
17-Dec-15,16-Dec-16,50665,Evanston,Illinois,15,"$10,740","$7,471",669,0
17-Dec-15,16-Dec-16,27198,Austin,Texas,75,"$42,065","$48,594","5,099",0
17-Dec-15,16-Dec-16,50704,Knoxville,Tennessee,50,"$26,850","$35,669","2,886",1
17-Dec-15,16-Dec-16,50689,Saint Helens,Oregon,25,"$19,690","$20,998","1,677",1
17-Dec-15,16-Dec-16,50677,na,na,15,"$14,320","$16,085","1,473",1
17-Dec-15,16-Dec-16,28001,na,na,75,"$53,700","$101,466","6,104",1
17-Dec-15,16-Dec-16,50698,Toronto,Ontario,15,"$14,320","$23,479","1,495",1
16-Dec-15,15-Dec-16,50638,Surrey,British Columbia,15,"$10,740","$3,009",118,1
16-Dec-15,15-Dec-16,50630,na,na,15,"$10,740","$3,557",237,0
16-Dec-15,15-Dec-16,50626,Miami,Florida,15,"$10,740","$4,559",417,1
16-Dec-15,15-Dec-16,538,Los Angeles,California,100,"$58,354","$59,462","7,267",1
16-Dec-15,15-Dec-16,27959,na,na,25,"$22,375","$10,947",856,0
16-Dec-15,15-Dec-16,50637,Denver,Colorado,20,"$14,320","$10,045","1,116",1
16-Dec-15,15-Dec-16,50631,Arvada,Colorado,15,"$10,740","$8,632",655,0
16-Dec-15,15-Dec-16,18837,Dallas,Texas,50,"$41,170","$30,484","3,678",1
16-Dec-15,15-Dec-16,50636,Oak Park,Illinois,15,"$10,259","$9,139","1,229",1
16-Dec-15,15-Dec-16,7519,Schererville,Indiana,25,"$27,745","$16,042","2,500",1
16-Dec-15,15-Dec-16,4077,Encinitas,California,75,"$40,275","$49,345","4,270",1
16-Dec-15,15-Dec-16,782,Dallas,Texas,75,"$42,960","$54,714","2,953",1
16-Dec-15,26-Mar-16,50589,Shawnee,Kansas,15,"$12,530","$3,064",246,0
16-Dec-15,15-Dec-16,50668,na,na,15,"$13,425","$11,542","1,207",1
16-Dec-15,15-Dec-16,50628,na,na,50,"$26,850","$40,684","3,164",1
16-Dec-15,15-Dec-16,50633,Seattle,Washington State,35,"$21,480","$31,452","2,780",1
16-Dec-15,15-Dec-16,18615,na,na,25,"$18,795","$23,442","1,290",0
16-Dec-15,15-Dec-16,50627,Fayetteville,Georgia,35,"$21,480","$35,509","3,103",1
16-Dec-15,15-Dec-16,50629,Walnut Creek,California,25,"$16,110","$26,974","1,906",1
16-Dec-15,15-Dec-16,28078,na,na,75,"$40,275","$83,698","6,254",1
16-Dec-15,15-Dec-16,50632,Saint Louis,Missouri,15,"$16,110","$19,816","1,538",1
15-Dec-15,14-Dec-16,50532,na,na,15,"$10,740","$2,586",213,1
15-Dec-15,14-Dec-16,27721,Santa Ana,California,50,"$30,430","$16,778","2,518",0
15-Dec-15,14-Dec-16,50587,na,na,25,"$16,110","$9,425","1,180",1
15-Dec-15,14-Dec-16,27845,na,na,25,"$24,165","$11,230",873,1
15-Dec-15,14-Dec-16,50502,Hanover,Maryland,100,"$53,700","$46,000","6,131",1
15-Dec-15,14-Dec-16,50499,New York,New York State,25,"$16,110","$11,648",922,0
15-Dec-15,14-Dec-16,50533,Salinas,California,20,"$17,900","$11,286",711,0
15-Dec-15,14-Dec-16,27888,Minneapolis,Minnesota,25,"$19,690","$19,748","1,643",1
15-Dec-15,14-Dec-16,50485,San Francisco,California,15,"$10,740","$12,530","1,093",1
15-Dec-15,14-Dec-16,50571,Los Angeles,California,20,"$13,425","$17,090","1,196",0
15-Dec-15,14-Dec-16,449,Byfleet,England,25,"$20,585","$23,303","2,034",1
15-Dec-15,14-Dec-16,50535,London,England,15,"$17,900","$14,646","1,361",1
15-Dec-15,14-Dec-16,3809,New York,New York State,35,"$23,270","$41,038","2,514",1
15-Dec-15,14-Dec-16,50513,Portage,Michigan,25,"$17,900","$29,366","2,848",1
15-Dec-15,14-Dec-16,27955,Ely,Minnesota,25,"$18,795","$29,621","2,224",1
15-Dec-15,14-Jan-17,50538,na,na,20,"$17,900","$26,123","1,771",1
15-Dec-15,14-Dec-16,50602,Round Rock,Texas,15,"$13,425","$18,778","1,337",1
15-Dec-15,1-Sep-16,50507,Newark,Delaware,15,"$10,740","$13,617","1,050",0
14-Dec-15,13-Dec-16,50415,Fort Lauderdale,Florida,15,"$13,425","$2,029",157,0
14-Dec-15,13-Dec-16,50428,Euless,Texas,50,"$26,850","$22,240","1,901",1
14-Dec-15,13-Dec-16,27983,na,na,100,"$58,175","$43,640","4,632",0
14-Dec-15,13-Dec-16,50483,Azusa,California,15,"$10,740","$7,049",407,1
14-Dec-15,13-Dec-16,50427,Denver,Colorado,15,"$10,740","$7,428","1,105",0
14-Dec-15,13-Dec-16,50423,na,na,35,"$21,480","$25,753","2,493",1
14-Dec-15,13-Dec-16,27158,na,na,25,"$16,110","$21,253","1,425",0
14-Dec-15,13-Dec-16,27890,na,na,25,"$25,776","$22,048","1,218",1
14-Dec-15,13-Dec-16,28550,Denver,Colorado,50,"$28,640","$45,361","3,427",1
14-Dec-15,13-Dec-16,50370,Scottsdale,Arizona,15,"$10,740","$15,994","1,274",1
11-Dec-15,10-Dec-16,50240,Casper,Wyoming,15,"$10,740","$2,990",274,0
11-Dec-15,10-Dec-16,50387,North Sydney,New South Wales,75,"$40,275","$22,006","3,137",1
11-Dec-15,10-Dec-16,50253,na,na,50,"$35,800","$19,345","2,628",1
11-Dec-15,10-Dec-16,50261,na,na,20,"$13,425","$11,461",836,1
11-Dec-15,10-Dec-16,50386,Kalamazoo,Michigan,15,"$10,740","$8,698",807,1
11-Dec-15,10-Dec-16,50284,Miami,Florida,50,"$26,850","$29,885","2,471",1
11-Dec-15,10-Dec-16,50272,San Antonio,Texas,15,"$10,740","$5,442",621,0
11-Dec-15,10-Dec-16,50474,Palo Alto,California,50,"$28,640","$33,268","2,429",1
11-Dec-15,10-Dec-16,50280,Woodland Hills,California,20,"$17,900","$34,973","1,921",1
10-Dec-15,9-Dec-16,50191,Boston,Massachusetts,15,"$11,635","$5,051",362,0
10-Dec-15,9-Dec-16,50241,North Vancouver,British Columbia,25,"$17,900","$14,939","2,094",1
10-Dec-15,9-Dec-16,10986,Chicago,Illinois,75,"$53,700","$45,478","3,256",1
10-Dec-15,9-Dec-16,5313,na,na,25,"$16,110","$15,486","1,272",1
10-Dec-15,8-Sep-16,50149,Kansas City,Kansas,15,"$10,740","$9,276","1,004",0
10-Dec-15,9-Dec-16,50185,Minneapolis,Minnesota,20,"$13,425","$18,687","1,006",0
10-Dec-15,9-Dec-16,50156,na,na,20,"$17,900","$19,537","1,409",1
10-Dec-15,9-Dec-16,27008,Dallas,Texas,50,"$35,800","$50,655","2,748",1
9-Dec-15,8-Dec-16,50074,Columbia,South Carolina,20,"$21,480",$93,10,0
9-Dec-15,8-Dec-16,50098,Cleveland,Ohio,15,"$10,740",$263,84,1
9-Dec-15,8-Dec-16,27720,Schererville,Indiana,25,"$21,480","$8,808","1,203",0
9-Dec-15,8-Dec-16,48198,Sanford,Florida,15,"$10,740","$5,931",307,0
9-Dec-15,8-Dec-16,50096,San Jose,California,15,"$10,740","$6,793",413,1
9-Dec-15,8-Dec-16,50052,Englewood,Colorado,25,"$16,110","$11,571",940,1
9-Dec-15,8-Dec-16,50103,Aurora,Colorado,20,"$13,425","$9,750",840,1
9-Dec-15,8-Dec-16,50102,Denver,Colorado,100,"$53,700","$52,380","4,651",1
9-Dec-15,8-Dec-16,27717,Southfield,Michigan,50,"$29,535","$27,338","3,602",1
9-Dec-15,8-Dec-16,50363,Frankfort,Kentucky,35,"$24,165","$22,285","1,577",1
9-Dec-15,8-Dec-16,27724,na,na,35,"$26,850","$31,869","2,339",1
9-Dec-15,8-Dec-16,50101,White Bluff,Tennessee,35,"$26,850","$53,044","3,098",1
8-Dec-15,7-Dec-16,49986,na,na,50,"$26,850","$18,404","2,641",1
8-Dec-15,7-Dec-16,49944,San Francisco,California,15,"$10,740","$9,118",857,0
8-Dec-15,7-Dec-16,50006,Toronto,Ontario,20,"$14,320","$14,087","1,253",1
8-Dec-15,7-Dec-16,49982,Los Angeles,California,15,"$14,320","$10,815",728,1
8-Dec-15,7-Dec-16,49999,Canton,Michigan,25,"$21,480","$18,724","2,912",1
8-Dec-15,7-Dec-16,50038,na,na,50,"$26,850","$46,638","3,571",1
8-Dec-15,7-Dec-16,49984,Lewisville,Texas,15,"$15,305","$19,224","1,316",1
7-Dec-15,6-Dec-16,49898,na,na,15,"$12,530","$1,888",158,0
7-Dec-15,6-Dec-16,49890,na,na,50,"$26,850","$19,564","2,180",1
7-Dec-15,6-Dec-16,49883,Elk Grove Village,Illinois,35,"$23,270","$30,214","2,265",1
7-Dec-15,6-Dec-16,49336,West Islip,New York State,15,"$17,900","$18,334","1,257",1
4-Dec-15,3-Dec-16,27579,Cleveland,Ohio,25,"$16,110","$12,293","1,511",1
4-Dec-15,3-Dec-16,49843,Pennsauken,New Jersey,50,"$44,750","$37,066","2,760",1
4-Dec-15,3-Dec-16,49893,Redmond,Oregon,35,"$21,480","$28,826","2,957",0
4-Dec-15,3-Dec-16,25392,San Jose,California,20,"$14,320","$17,113","1,397",1
4-Dec-15,3-Dec-16,49775,New York,New York State,25,"$17,900","$22,571","1,911",1
4-Dec-15,3-Dec-16,599,Houston,Texas,25,"$18,795","$30,595","2,268",1
3-Dec-15,2-Dec-16,49690,Batavia,Illinois,15,"$10,740","$8,794",788,0
2-Dec-15,1-Dec-16,49574,na,na,35,"$23,270","$14,566","1,238",0
2-Dec-15,1-Dec-16,49596,San Diego,California,15,"$10,740","$6,269",378,1
2-Dec-15,27-Sep-16,49636,Brisbane,Queensland,25,"$16,110","$11,254","1,765",0
2-Dec-15,1-Dec-16,26735,na,na,75,"$42,960","$40,648","3,222",1
2-Dec-15,1-Dec-16,49773,Newington,Connecticut,50,"$21,480","$27,870","3,453",0
2-Dec-15,1-Dec-16,49647,Jacksonville,Florida,15,"$10,740","$8,657","1,307",1
2-Dec-15,1-Dec-16,10493,Maryville,Missouri,50,"$28,640","$38,956","3,643",1
2-Dec-15,1-Dec-16,49005,Cambridge,Ontario,25,"$17,900","$38,202","2,840",1
1-Dec-15,30-Nov-16,49482,na,na,15,"$17,900","$2,727",129,1
1-Dec-15,31-Dec-16,26654,King of Prussia,Pennsylvania,50,"$40,275","$22,393","2,250",1
1-Dec-15,31-Jul-16,47082,Fairfield,Ohio,50,"$17,900","$14,881","1,334",1
1-Dec-15,30-Nov-16,49484,Bay City,Michigan,15,"$11,635","$6,833",791,1
1-Dec-15,29-Nov-16,3711,Melbourne,Victoria,50,"$26,850","$25,168","2,036",0
1-Dec-15,31-Dec-15,27429,Manchester City Centre,England,100,"$4,475","$4,248",316,1
1-Dec-15,30-Nov-16,924,Tysons Corner,Virginia,25,"$16,110","$12,719","1,335",1
